,SourceFile,Directory,Date,FileName,Rings_visible,Rings_comb,Flag,comments,Molt,Score
445,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_8974.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_8974.JPG,1,RLYR,0,METAL ON LEFT,1,4
446,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_8979.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_8979.JPG,1,RRBB,0,,1,4
447,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9045.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9045.JPG,1,RRRB,0,,1,5
449,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9080.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9080.JPG,1,RRRB,0,,1,5
450,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9090.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9090.JPG,1,RBRL,0,,1,5
451,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9091.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9091.JPG,1,RRWW,0,,1,6
452,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9101.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9101.JPG,1,RBRL,0,,1,5
453,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9124.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9124.JPG,1,RLYY,0,,1,5
454,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9185.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9185.JPG,1,RBRL,0,,1,5
455,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9220.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9220.JPG,1,RRYO,0,,1,5
456,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9225.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9225.JPG,1,RRYO,0,,1,5
458,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9283.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9283.JPG,1,RRLR,1,,1,6
459,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9296.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9296.JPG,1,RWLY,0,,1,5
460,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9307.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9307.JPG,1,RRLR,1,,1,6
461,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9349.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9349.JPG,1,RLYL,1,FLAG ON RIGHT,1,5
462,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9368.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9368.JPG,1,RRLR,1,,1,6
463,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9400.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9400.JPG,1,RLYL,1,FLAG ON RIGHT,1,5
464,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9476.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9476.JPG,1,RWLY,0,,1,5
465,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9483.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9483.JPG,1,RRRB,0,,1,5
466,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9511.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9511.JPG,1,RLYR,0,METAL ON LEFT,1,4
467,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9522.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9522.JPG,1,RBBR,0,wrong rings,0,
468,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9600.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9600.JPG,1,RYLR,0,,1,4
469,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9618.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9618.JPG,1,RGGL,0,,1,5
470,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9629.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9629.JPG,1,RGGL,0,,1,5
471,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9633.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9633.JPG,1,RBBR,0,,1,6
472,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9656.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9656.JPG,1,RWRR,0,,1,5
473,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9683.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9683.JPG,1,RWLG,0,,1,5
474,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs/IMG_9685.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/October_2021/2021_10_31 dot obs,31/10/2021,IMG_9685.JPG,1,RWBG,0,,1,7
481,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9853.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9853.JPG,1,RRGB,0,,0,
479,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9773.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9773.JPG,1,RRGW,0,chick,0,
476,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9757.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9757.JPG,1,RRLY,0,,1,5
477,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9762.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9762.JPG,1,RRLY,0,,1,5
478,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9769.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9769.JPG,1,RRGO,0,,1,6
480,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9850.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9850.JPG,1,RRGB,0,,1,6
482,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9886.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9886.JPG,1,RWLG,0,,1,5
483,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9888.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9888.JPG,1,RWLG,0,,1,5
484,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9897.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9897.JPG,1,RWLG,0,,1,5
485,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob/IMG_9898.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_02 Dot ob,02/11/2021,IMG_9898.JPG,1,RWLG,0,,1,5
486,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0007.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0007.JPG,1,RRGB,0,,1,6
487,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0016.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0016.JPG,1,RWRR,0,,1,5
488,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0054.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0054.JPG,1,RRRB,0,,1,5
489,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0063.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0063.JPG,1,RLYY,0,,1,5
490,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0070.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0070.JPG,1,RRWW,0,,1,6
491,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0087.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0087.JPG,1,RLYL,1,,1,5
492,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0096.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0096.JPG,1,RRLR,1,,1,6
493,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_0102.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_0102.JPG,1,RLYL,1,,1,5
499,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9964.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9964.JPG,1,RRGB,0,Delete/duck,0,
494,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9897.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9897.JPG,1,RWRR,0,,1,5
495,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9903.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9903.JPG,1,RBBR,0,,1,6
496,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9918.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9918.JPG,1,RGGL,0,,1,5
497,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9945.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9945.JPG,1,RRGB,0,,1,6
498,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck/IMG_9952.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_03 Evening ob Paraducklins and N26ck,03/11/2021,IMG_9952.JPG,1,RRGB,0,,1,6
500,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_0033.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_0033.JPG,1,RRYO,0,RRYR/O?,1,5
501,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_0034.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_0034.JPG,1,RYLY,0,,1,5
502,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9938.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9938.JPG,1,RRBB,0,,1,4
503,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9940.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9940.JPG,1,RRBB,0,,1,4
504,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9942.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9942.JPG,1,RWBG,0,,1,7
505,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9947.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9947.JPG,1,RWLG,0,,1,5
506,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9949.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9949.JPG,1,RWLB,0,,1,5
507,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9950.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9950.JPG,1,RWBG,0,,1,6
508,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house/IMG_9958.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_04 Dotterels Bev and purple house,04/11/2021,IMG_9958.JPG,1,RWBG,0,,1,6
509,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3/IMG_0102.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3,05/11/2021,IMG_0102.JPG,1,RRGO,0,,1,6
510,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3/IMG_0107.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3,05/11/2021,IMG_0107.JPG,1,RRGO,0,,1,6
511,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3/IMG_0134.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3,05/11/2021,IMG_0134.JPG,1,RRLY,0,,1,5
512,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3/IMG_0136.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3,05/11/2021,IMG_0136.JPG,1,RRLY,0,,1,5
513,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3/IMG_0152.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_05 Nest Gooch 3,05/11/2021,IMG_0152.JPG,1,RRGW,0,chick,0,
538,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_9945.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,08/11/2021,IMG_9945.JPG,1,RLYY,0,,1,5
539,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_9954.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,08/11/2021,IMG_9954.JPG,1,RLYY,0,,1,5
540,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_9966.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,08/11/2021,IMG_9966.JPG,1,RLYY,0,,1,5
541,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_9972.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,08/11/2021,IMG_9972.JPG,1,RWBB,0,,0,
514,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0011.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0011.JPG,1,RWBY,0,,1,5
515,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0013.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0013.JPG,1,RWBY,0,,1,5
536,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0209.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0209.JPG,1,RBBL,0,,0,
516,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0039.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0039.JPG,1,RWBB,0,,1,5
517,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0040.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0040.JPG,1,RWBB,0,,1,5
518,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0057.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0057.JPG,1,RBBO,0,,1,4
519,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0064.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0064.JPG,1,RWLB,0,,1,5
520,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0065.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0065.JPG,1,RWLG,0,,1,5
521,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0082.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0082.JPG,1,RYBB,1,,1,6
522,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0091.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0091.JPG,1,RYLY,0,,1,5
523,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0095.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0095.JPG,1,RYBB,1,,1,6
524,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0098.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0098.JPG,1,RYBB,1,,1,6
525,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0104.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0104.JPG,1,RYBB,1,,1,6
526,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0118.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0118.JPG,1,RYLY,0,,1,5
527,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0123.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0123.JPG,1,RWLY,0,,1,5
528,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0132.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0132.JPG,1,RRWW,0,,1,6
529,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0139.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0139.JPG,1,RRWG,0,,1,4
530,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0164.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0164.JPG,1,RRRG,0,,1,6
531,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0168.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0168.JPG,1,RRRG,0,,1,6
532,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0187.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0187.JPG,1,RRRG,0,,1,6
533,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0190.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0190.JPG,1,RRRG,0,,1,6
535,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0206.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0206.JPG,1,RLYR,0,METAL ON LEFT,1,4
537,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0210.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0210.JPG,1,RBBO,0,,1,4
534,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_0198.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_0198.JPG,1,RLYR,0,METAL ON LEFT,0,
542,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39/IMG_9982.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_09 Dot ob new nest 39,09/11/2021,IMG_9982.JPG,1,RWBY,0,,1,5
543,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30/IMG_0216.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30,10/11/2021,IMG_0216.JPG,1,RWBG,0,,1,6
544,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30/IMG_0221.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30,10/11/2021,IMG_0221.JPG,1,RWRR,0,,1,5
545,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30/IMG_0230.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30,10/11/2021,IMG_0230.JPG,1,RGGL,0,,1,5
546,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30/IMG_0231.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30,10/11/2021,IMG_0231.JPG,1,RBBR,0,,1,6
547,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30/IMG_0237.JPG,E:/Kaikoura_photos/Ailsa/2021to2022/November_2021/2021_11_10 Dot ob hatch nest 30,10/11/2021,IMG_0237.JPG,1,RBBR,0,,1,6
