,SourceFile,Directory,Date,FileName,Rings_visible,Rings_comb,Flag,comments,Molt,Score
125,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0820.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0820.JPG,1,RRGO,0,,1,6
126,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0824.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0824.JPG,1,RRGO,0,,1,6
127,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0836.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0836.JPG,1,RRBG,0,,1,6
128,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0883.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0883.JPG,1,RRGO,0,,1,6
129,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0890.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0890.JPG,1,RBBR,0,,1,6
130,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0891.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0891.JPG,1,RBBR,0,,1,6
131,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0904.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0904.JPG,1,RGGL,0,,1,4
132,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0951.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0951.JPG,1,RYLR,0,,1,4
133,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0955.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0955.JPG,1,RBBL,0,,1,3
134,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0956.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0956.JPG,1,RROW,0,,0,
135,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0964.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0964.JPG,1,RBBL,0,,1,3
136,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0972.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0972.JPG,1,RBOY,0,,1,5
137,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0976.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0976.JPG,1,RROW,0,,1,6
138,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0989.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0989.JPG,1,RROW,0,,1,6
139,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1001.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1001.JPG,1,RBOY,0,,1,5
140,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1020.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1020.JPG,1,RRRB,0,,1,6
141,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1047.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1047.JPG,1,RBWW,0,,1,5
142,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1056.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1056.JPG,1,RWLY,0,,0,
143,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1065.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1065.JPG,1,RWLY,0,,1,5
144,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1069.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1069.JPG,1,RWLY,0,,1,5
145,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1073.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1073.JPG,1,RLYY,0,,1,6
146,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1077.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1077.JPG,1,RLYY,0,,1,6
147,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1139.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1139.JPG,1,RRYO,0,,1,7
148,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1156.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1156.JPG,1,RGGG,0,,1,5
149,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_1158.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_1158.JPG,1,RGGB,0,,1,6
150,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0020.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0020.JPG,1,RWBG,0,,1,6
151,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0025.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0025.JPG,1,RBGB,0,,1,5
152,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0027.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0027.JPG,1,RBWR,0,,1,7
153,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0032.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0032.JPG,1,RBWR,0,,1,7
154,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0041.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0041.JPG,1,RWBB,0,,1,4
155,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0042.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0042.JPG,1,RWBB,0,,1,4
156,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0054.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0054.JPG,1,RROB,0,,1,6
157,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0069.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0069.JPG,1,RRGB,0,,1,6
158,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0085.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0085.JPG,1,RWLG,0,,1,5
159,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0087.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0087.JPG,1,RRGO,0,,1,7
160,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0092.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0092.JPG,1,RRBG,0,,1,6
161,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0111.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0111.JPG,1,RBBR,0,,1,6
162,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0133.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0133.JPG,1,RGGL,0,,1,5
163,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0172.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0172.JPG,1,RBYW,0,,1,5
164,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0183.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0183.JPG,1,RBLY,1,,1,5
165,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0187.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0187.JPG,1,RLBY,1,,1,5
166,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0207.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0207.JPG,1,RROW,0,,1,6
167,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0210.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0210.JPG,1,RBBL,0,,1,3
168,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0215.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0215.JPG,1,RBOY,0,,1,5
169,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0216.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0216.JPG,1,RBOY,0,,1,5
170,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0223.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0223.JPG,1,RBWG,0,,1,4
171,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0241.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0241.JPG,1,RRRB,0,,1,6
172,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0244.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0244.JPG,1,RROO,0,,1,4
173,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0252.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0252.JPG,1,RRWY,0,,1,6
174,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0253.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0253.JPG,1,RRWY,0,,1,6
175,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0259.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0259.JPG,1,RRRB,0,,1,6
176,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0268.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0268.JPG,1,RBOR,0,,1,5
177,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0282.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0282.JPG,1,RWLY,0,,1,5
178,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0288.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0288.JPG,1,RBOR,0,,1,5
179,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0290.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0290.JPG,1,RYLY,0,,1,5
180,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0303.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0303.JPG,1,RRYO,0,,1,7
181,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0307.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0307.JPG,1,RYLY,0,,1,5
182,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas/IMG_0309.JPG,E:/Dotterel Observations/2022/November/2022_11_26 Dot ob Thomas,26/11/2022,IMG_0309.JPG,1,RYLY,0,,1,5
183,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0014.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0014.JPG,1,RBYG,0,chick,0,
184,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0031.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0031.JPG,1,RBWY,0,chick,0,
185,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0037.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0037.JPG,1,RBWR,0,,1,7
186,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0055.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0055.JPG,1,RWBG,0,,1,5
187,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0062.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0062.JPG,1,RBGB,0,,1,4
188,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0073.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0073.JPG,1,RBGB,0,,0,
189,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0075.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0075.JPG,1,RWBB,0,,1,4
190,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0096.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0096.JPG,1,RWBG,0,,1,5
191,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0153.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0153.JPG,1,RWLB,0,,1,4
192,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0164.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0164.JPG,1,RWLG,0,,1,5
193,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0179.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0179.JPG,1,RRBG,0,,1,6
194,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0182.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0182.JPG,1,RRBG,0,,1,6
195,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0197.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0197.JPG,1,RWRR,0,,0,
196,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0205.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0205.JPG,1,RRGB,0,,1,6
197,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0263.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0263.JPG,1,RRGO,0,,0,
198,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0268.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0268.JPG,1,RWRR,0,,1,5
199,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0271.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0271.JPG,1,RROB,0,,1,5
200,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0272.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0272.JPG,1,RRGO,0,,1,7
201,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0276.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0276.JPG,1,RWLG,0,,1,5
202,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0313.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0313.JPG,1,RRBG,0,,1,6
203,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0350.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0350.JPG,1,RBBR,0,,1,6
204,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0356.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0356.JPG,1,RGGL,0,,0,
205,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0363.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0363.JPG,1,RBBR,0,,1,6
206,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0400.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0400.JPG,1,RLBY,1,,0,
207,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0404.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0404.JPG,1,RGGL,0,,0,
208,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0410.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0410.JPG,1,RBLY,1,,0,
209,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0418.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0418.JPG,1,RBLY,1,,1,4
210,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0433.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0433.JPG,1,RBLY,1,,1,4
211,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0468.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0468.JPG,1,RGGL,0,,1,4
212,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0521.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0521.JPG,1,RROW,0,,1,6
213,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0527.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0527.JPG,1,RBBL,0,,1,3
214,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0544.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0544.JPG,1,RBBL,0,,1,3
215,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0549.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0549.JPG,1,RBOY,0,,0,
216,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0572.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0572.JPG,1,RROO,0,,1,4
217,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0577.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0577.JPG,1,RBWW,0,,1,5
218,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0584.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0584.JPG,1,RBWW,0,,1,5
219,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0602.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0602.JPG,1,RWLY,0,,1,5
220,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0603.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0603.JPG,1,RBRO,0,,1,5
221,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0604.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0604.JPG,1,RLYY,0,,1,6
222,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0619.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0619.JPG,1,RRYO,0,,1,6
223,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_0624.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_0624.JPG,1,RGGB,0,,1,6
224,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_9973.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_9973.JPG,1,RYRB,0,,1,4
225,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob/IMG_9993.JPG,E:/Dotterel Observations/2022/November/2022_11_30 Dot ob,30/11/2022,IMG_9993.JPG,1,RBYW,0,,1,5
226,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0650.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0650.JPG,1,RWLB,0,,1,4
227,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0654.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0654.JPG,1,RWBB,0,,0,
228,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0657.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0657.JPG,1,RWBG,0,,1,5
229,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0658.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0658.JPG,1,RWBG,0,,1,5
230,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0678.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0678.JPG,1,RWLB,0,,1,4
231,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0681.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0681.JPG,1,RBWG,0,,1,4
232,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0688.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0688.JPG,1,RWLG,0,,1,5
233,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0694.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0694.JPG,1,RRGB,0,,1,6
234,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0695.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0695.JPG,1,RWRR,0,,1,5
235,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0700.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0700.JPG,1,RROB,0,,1,5
236,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0702.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0702.JPG,1,RWRR,0,,1,5
237,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0709.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0709.JPG,1,RRBG,0,,0,
238,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0722.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0722.JPG,1,RRGO,0,,1,6
239,E:/Dotterel Observations/2022/December/2022_12_02 Dot check/IMG_0739.JPG,E:/Dotterel Observations/2022/December/2022_12_02 Dot check,02/12/2022,IMG_0739.JPG,1,RGGL,0,,1,4
240,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0932.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0932.JPG,1,RBYW,0,,0,
241,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0937.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0937.JPG,1,RBYG,0,chick,0,
242,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0963.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0963.JPG,1,RBWR,0,,1,6
243,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0965.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0965.JPG,1,RWBG,0,,0,
244,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0977.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0977.JPG,1,RBGB,0,,1,4
245,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0979.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0979.JPG,1,RWBB,0,,1,4
246,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0984.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0984.JPG,1,RWLB,0,,1,4
247,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_0992.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_0992.JPG,1,RWBG,0,,1,5
248,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1000.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1000.JPG,1,RBRB,0,,1,4
249,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1021.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1021.JPG,1,RRGB,0,,1,6
250,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1038.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1038.JPG,1,RWLG,0,,1,5
251,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1041.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1041.JPG,1,RWRR,0,,1,5
252,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1043.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1043.JPG,1,RRGO,0,,1,6
253,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB/IMG_1060.JPG,E:/Dotterel Observations/2022/December/2022_12_05 Dot Ob SB,05/12/2022,IMG_1060.JPG,1,RWRR,0,,1,5
